grade_2,grade_1,class_failures,higher_ed_encoded,higher_ed,student_id,school,school_encoded,mother_education_higher education,study_time_<2 hours,mother_education_primary education (4th grade),weekend_alcohol,mother_job,weekday_alcohol,school_choice_reason_reputation,final_grade
14,13,0,1,yes,378,GP,0,True,False,False,2,other,2,False,2.33
18,17,0,1,yes,379,GP,0,False,True,False,5,other,3,True,3.67
10,11,0,1,yes,380,GP,0,False,True,False,5,services,5,False,1.0
12,13,0,1,yes,381,GP,0,True,False,False,3,teacher,1,False,2.33
14,15,0,1,yes,382,GP,0,True,False,False,2,teacher,1,False,3.0
12,11,0,1,yes,383,GP,0,False,True,False,5,at_home,2,False,1.0
11,11,0,1,yes,384,GP,0,False,False,False,4,other,2,False,2.0
10,11,0,1,yes,385,GP,0,False,True,False,2,at_home,2,False,1.0
9,10,0,1,yes,386,GP,0,False,False,False,1,at_home,1,False,1.0
15,15,0,1,yes,387,GP,0,False,False,False,1,at_home,1,False,3.0
14,15,0,1,yes,388,GP,0,False,True,False,2,other,1,True,3.0
11,10,0,1,yes,389,GP,0,False,False,False,1,services,1,False,2.0
9,10,0,1,yes,390,GP,0,False,False,False,1,other,1,False,2.0
13,14,0,1,yes,391,GP,0,False,False,False,1,at_home,1,False,2.67
13,11,0,1,yes,392,GP,0,False,False,False,3,services,1,False,2.67
13,12,0,1,yes,393,GP,0,False,False,False,3,other,2,False,3.0
14,14,0,1,yes,394,GP,0,False,False,False,1,services,1,False,3.0
14,14,0,1,yes,395,GP,0,False,False,False,3,other,2,False,3.33
12,12,0,1,yes,396,GP,0,True,False,False,2,teacher,2,False,2.33
16,16,0,1,yes,397,GP,0,False,False,False,3,services,1,False,3.67
12,10,0,1,yes,398,GP,0,False,False,False,2,at_home,1,False,2.67
12,11,0,1,yes,399,GP,0,False,False,False,2,at_home,1,False,2.67
16,14,0,1,yes,400,GP,0,False,False,False,3,other,2,False,3.67
14,15,0,1,yes,401,GP,0,True,False,False,2,teacher,1,False,3.67
13,14,0,1,yes,402,GP,0,True,False,False,3,teacher,2,False,2.67
12,11,0,1,yes,403,GP,0,True,False,False,3,health,1,True,2.33
15,12,0,1,yes,404,GP,0,False,False,False,2,services,2,False,3.0
16,12,0,1,yes,405,GP,0,False,False,False,4,services,2,True,3.33
11,10,1,0,no,406,GP,0,False,True,False,4,at_home,3,False,1.0
13,10,1,1,yes,407,GP,0,False,True,False,1,other,1,False,2.33
12,9,2,1,yes,408,GP,0,True,False,False,1,other,1,True,2.0
11,9,0,0,no,409,GP,0,False,False,False,3,services,1,True,2.0
14,13,0,1,yes,410,GP,0,False,False,False,4,other,1,True,3.0
17,13,0,1,yes,411,GP,0,False,False,False,3,services,1,True,3.67
15,12,0,1,yes,412,GP,0,True,False,False,2,health,1,True,3.0
17,14,0,1,yes,413,GP,0,True,False,False,1,teacher,1,False,3.67
10,9,2,0,no,414,GP,0,False,False,True,2,at_home,5,False,1.0
15,11,0,1,yes,415,GP,0,False,False,True,3,other,1,True,3.0
10,9,1,1,yes,416,GP,0,True,True,False,4,teacher,4,False,1.0
18,16,0,1,yes,417,GP,0,False,False,False,2,other,1,True,4.0
17,14,0,1,yes,418,GP,0,False,False,False,2,at_home,1,True,3.67
14,13,0,1,yes,419,GP,0,False,True,False,5,other,4,True,2.67
11,7,0,1,yes,420,GP,0,False,True,False,4,other,1,True,1.0
17,14,0,1,yes,421,GP,0,False,False,False,3,services,1,True,3.67
10,8,1,1,yes,422,GP,0,False,True,True,1,other,1,True,1.0
13,10,0,1,yes,423,GP,0,False,False,False,2,services,1,False,2.33
11,10,0,0,no,424,MS,1,False,True,True,3,at_home,1,False,1.0
12,12,0,1,yes,425,MS,1,False,False,False,1,other,1,False,2.0
10,10,1,1,yes,426,MS,1,False,True,True,1,at_home,1,False,1.0
10,10,0,1,yes,427,MS,1,False,True,False,3,at_home,2,False,1.0
17,16,0,1,yes,428,MS,1,False,False,False,2,at_home,1,False,3.67
8,6,0,0,no,429,MS,1,False,True,False,1,at_home,1,False,0.0
11,10,0,1,yes,430,MS,1,True,False,False,3,at_home,1,False,1.0
11,10,0,1,yes,431,MS,1,False,False,True,1,other,1,False,1.0
10,10,1,1,yes,432,MS,1,False,False,False,2,at_home,1,False,1.0
6,6,1,0,no,433,MS,1,False,True,True,2,other,2,False,0.0
14,13,0,1,yes,434,MS,1,True,True,False,5,teacher,3,False,2.67
9,10,0,0,no,435,MS,1,False,False,False,1,at_home,1,True,1.0
10,10,0,1,yes,436,MS,1,False,False,True,2,at_home,1,True,1.0
7,6,1,1,yes,437,MS,1,False,True,True,2,other,1,False,0.0
11,12,0,1,yes,438,MS,1,False,True,False,2,other,1,False,2.0
11,10,0,1,yes,439,MS,1,False,True,False,3,other,1,False,2.0
16,14,0,1,yes,440,MS,1,False,True,False,1,other,1,False,3.33
0,7,0,1,yes,441,MS,1,False,False,True,5,at_home,4,False,0.0
9,8,0,1,yes,442,MS,1,False,False,True,4,other,2,False,0.0
13,12,0,1,yes,443,MS,1,True,False,False,2,health,1,True,2.67
9,7,0,1,yes,444,MS,1,True,False,False,2,health,1,True,0.0
10,9,0,1,yes,445,MS,1,False,False,False,2,other,1,False,1.0
9,7,0,1,yes,446,MS,1,False,False,True,4,other,2,False,0.0
11,11,0,1,yes,447,MS,1,False,False,False,1,at_home,1,True,1.0
10,8,0,0,no,448,MS,1,False,True,False,5,other,5,False,0.0
16,16,0,1,yes,449,MS,1,True,False,False,1,teacher,1,False,3.67
13,11,0,1,yes,450,MS,1,False,True,True,1,other,1,False,2.33
15,15,0,1,yes,451,MS,1,False,False,False,2,other,1,False,3.0
11,10,0,1,yes,452,MS,1,False,False,True,1,other,1,False,1.0
10,9,0,1,yes,453,MS,1,False,False,False,1,other,1,False,1.0
8,10,1,1,yes,454,MS,1,False,False,True,2,other,1,False,0.0
8,9,1,1,yes,455,MS,1,False,False,True,2,other,1,False,0.0
10,9,0,1,yes,456,MS,1,False,False,False,3,at_home,3,False,0.0
14,13,0,1,yes,457,MS,1,False,False,True,1,at_home,2,False,3.0
11,10,0,1,yes,458,MS,1,False,True,True,5,at_home,5,True,1.0
10,13,0,1,yes,459,MS,1,False,False,True,1,other,1,False,2.33
9,10,0,1,yes,460,MS,1,False,False,True,1,at_home,1,False,1.0
10,11,0,1,yes,461,MS,1,False,False,True,1,at_home,1,False,1.0
12,13,0,1,yes,462,MS,1,False,True,True,3,at_home,4,False,2.67
14,13,0,1,yes,463,MS,1,False,False,True,2,at_home,1,False,2.67
11,14,0,1,yes,464,MS,1,False,False,False,2,other,2,False,2.0
11,11,0,1,yes,465,MS,1,False,True,True,4,at_home,3,False,1.0
8,9,1,1,yes,466,MS,1,False,False,True,3,other,2,False,0.0
9,10,0,1,yes,467,MS,1,False,True,False,3,other,1,False,1.0
13,14,0,1,yes,468,MS,1,False,False,False,1,other,1,False,2.67
12,13,0,1,yes,469,MS,1,False,True,False,2,health,1,True,2.33
12,13,0,1,yes,470,MS,1,True,False,False,1,other,1,False,2.33
12,13,0,1,yes,471,MS,1,False,False,False,1,services,1,True,2.0
11,12,1,1,yes,472,MS,1,False,False,False,3,at_home,2,False,2.0
14,14,0,1,yes,473,MS,1,False,True,False,1,other,1,False,3.33
8,10,0,1,yes,474,MS,1,False,True,False,3,at_home,2,False,1.0
11,10,0,1,yes,475,MS,1,False,True,True,5,at_home,3,True,1.0
13,12,0,1,yes,476,MS,1,False,False,False,1,other,1,False,2.67
8,10,0,1,yes,477,MS,1,False,True,False,1,other,1,False,0.0
10,12,0,1,yes,478,MS,1,False,True,False,4,services,2,False,1.0
7,7,3,1,yes,479,MS,1,False,False,True,1,at_home,1,False,0.0
9,9,0,0,no,480,MS,1,False,True,False,1,other,1,False,1.0
9,9,1,0,no,481,MS,1,False,True,False,1,at_home,1,False,1.0
10,9,0,0,no,482,MS,1,False,True,False,1,at_home,1,False,1.0
10,9,0,0,no,483,MS,1,False,True,True,3,at_home,1,False,0.0
10,9,0,0,no,484,MS,1,False,False,False,2,other,1,False,1.0
7,7,0,0,no,485,MS,1,False,True,False,2,other,1,False,0.0
10,11,0,1,yes,486,MS,1,False,False,False,2,at_home,1,False,1.0
10,9,1,1,yes,487,MS,1,False,True,False,4,other,1,False,1.0
9,7,2,0,no,488,MS,1,False,False,False,1,other,1,False,1.0
9,7,1,0,no,489,MS,1,False,False,True,1,at_home,1,False,0.0
9,8,1,0,no,490,MS,1,False,True,True,4,other,3,False,1.0
11,9,1,0,no,491,MS,1,False,True,True,1,at_home,1,False,1.0
8,7,1,1,yes,492,MS,1,False,False,True,1,other,4,False,0.0
10,8,0,1,yes,493,MS,1,False,False,False,1,health,1,False,1.0
9,9,0,1,yes,494,MS,1,False,True,False,5,other,3,False,1.0
9,8,0,0,no,495,MS,1,False,False,True,3,at_home,1,False,0.0
13,14,0,0,no,496,MS,1,False,True,False,1,other,1,True,2.33
14,14,0,1,yes,497,MS,1,False,True,True,2,services,2,False,2.67
11,10,1,1,yes,498,MS,1,False,False,False,4,services,3,False,1.0
13,14,0,1,yes,499,MS,1,False,False,False,1,other,1,False,2.67
16,17,0,1,yes,500,MS,1,False,True,False,2,services,1,False,3.33
7,6,1,0,no,501,MS,1,False,True,True,5,other,5,False,0.0
12,14,0,1,yes,502,MS,1,True,True,False,5,other,1,False,2.33
8,10,1,1,yes,503,MS,1,False,False,False,5,services,3,False,0.0
14,14,0,1,yes,504,MS,1,False,False,True,1,other,1,False,2.67
13,12,0,1,yes,505,MS,1,False,False,False,1,other,1,False,2.33
11,11,0,1,yes,506,MS,1,False,True,True,2,at_home,1,True,1.0
9,11,1,1,yes,507,MS,1,False,False,False,4,at_home,2,False,1.0
11,11,0,1,yes,508,MS,1,False,False,True,1,other,1,False,1.0
9,10,1,1,yes,509,MS,1,False,True,False,2,other,1,False,0.0
17,16,0,1,yes,510,MS,1,False,False,True,1,at_home,1,False,4.0
17,15,0,1,yes,511,MS,1,False,False,False,1,other,1,True,3.67
9,11,0,1,yes,512,MS,1,False,False,True,1,other,1,False,1.0
7,7,1,1,yes,513,MS,1,False,False,True,1,at_home,1,False,0.0
6,8,0,1,yes,514,MS,1,False,True,False,3,other,1,False,0.0
6,7,0,1,yes,515,MS,1,False,True,False,4,services,1,False,0.0
8,9,0,1,yes,516,MS,1,False,False,True,4,other,1,True,1.0
16,14,0,1,yes,517,MS,1,True,False,False,3,health,2,True,3.33
14,14,0,1,yes,518,MS,1,False,True,True,4,other,1,True,3.0
5,8,1,1,yes,519,MS,1,False,False,False,3,other,1,True,0.0
7,8,0,1,yes,520,MS,1,False,False,False,1,other,1,True,0.0
8,6,0,1,yes,521,MS,1,False,False,True,3,at_home,1,False,0.0
10,8,0,1,yes,522,MS,1,False,False,False,1,at_home,1,False,1.0
8,8,0,1,yes,523,MS,1,True,False,False,2,health,1,False,0.0
6,5,0,0,no,524,MS,1,True,False,False,5,at_home,5,False,0.0
9,7,0,1,yes,525,MS,1,False,False,False,1,at_home,1,False,0.0
14,15,0,1,yes,526,MS,1,True,False,False,2,other,1,False,3.33
14,13,0,1,yes,527,MS,1,True,True,False,2,other,1,False,2.67
9,10,0,1,yes,528,MS,1,False,False,False,2,services,2,False,1.0
9,9,0,1,yes,529,MS,1,False,True,False,2,at_home,1,False,0.0
11,11,0,1,yes,530,MS,1,True,True,False,2,services,1,False,1.0
10,7,0,1,yes,531,MS,1,False,True,False,5,services,5,False,0.0
10,10,0,1,yes,532,MS,1,False,False,True,3,at_home,3,False,1.0
7,9,0,1,yes,533,MS,1,False,False,False,4,health,1,False,0.0
15,14,0,1,yes,534,MS,1,False,False,False,1,other,1,False,3.33
12,11,0,1,yes,535,MS,1,True,True,False,5,teacher,2,False,2.0
11,9,0,1,yes,536,MS,1,False,False,True,3,other,1,False,1.0
14,13,0,1,yes,537,MS,1,False,False,False,3,other,2,True,2.67
13,12,0,1,yes,538,MS,1,False,True,False,2,services,1,False,2.0
11,11,0,1,yes,539,MS,1,False,False,False,2,other,2,False,1.0
10,9,0,1,yes,540,MS,1,True,False,False,2,other,2,False,1.0
11,9,0,1,yes,541,MS,1,False,True,False,2,at_home,2,False,1.0
9,11,0,1,yes,542,MS,1,False,False,False,1,other,1,False,1.0
11,10,0,1,yes,543,MS,1,True,False,False,4,teacher,1,False,2.0
9,9,3,1,yes,544,MS,1,True,True,False,3,health,1,False,0.0
11,12,0,1,yes,545,MS,1,False,True,True,3,other,3,False,2.0
9,8,1,1,yes,546,MS,1,False,False,False,4,services,3,False,0.0
15,13,0,1,yes,547,MS,1,True,False,False,1,health,1,False,3.33
11,10,0,1,yes,548,MS,1,True,True,False,1,other,2,False,1.0
10,11,0,1,yes,549,MS,1,False,False,True,2,at_home,1,False,1.0
18,17,0,1,yes,550,MS,1,True,False,False,3,other,2,False,4.0
13,12,0,1,yes,551,MS,1,False,False,False,2,other,2,False,2.33
14,13,0,1,yes,552,MS,1,False,False,False,2,other,2,False,2.33
9,9,2,0,no,553,MS,1,False,False,True,4,other,3,False,1.0
11,11,0,1,yes,554,MS,1,False,True,True,1,other,1,False,2.0
11,10,0,0,no,555,MS,1,False,True,True,2,at_home,2,False,1.0
14,13,0,1,yes,556,MS,1,False,False,True,1,other,1,False,2.33
10,9,0,1,yes,557,MS,1,False,True,True,4,other,2,False,1.0
9,7,3,1,yes,558,MS,1,False,False,False,1,other,1,False,1.0
13,8,0,0,no,559,MS,1,False,True,False,5,other,3,False,1.0
12,12,1,1,yes,560,MS,1,False,True,True,1,at_home,1,False,2.33
9,10,0,1,yes,561,MS,1,False,True,True,3,other,1,False,1.0
9,10,0,1,yes,562,MS,1,False,False,True,4,at_home,1,False,1.0
13,11,0,1,yes,563,MS,1,False,False,False,1,other,1,False,2.0
0,7,1,1,yes,564,MS,1,False,True,False,3,other,2,False,0.0
9,11,0,1,yes,565,MS,1,False,True,False,3,services,2,False,1.0
10,10,0,1,yes,566,MS,1,False,True,True,4,at_home,2,False,0.0
7,9,1,0,no,567,MS,1,False,True,True,3,services,2,False,0.0
0,4,1,0,no,568,MS,1,False,True,False,2,services,2,False,0.0
11,6,3,1,yes,569,MS,1,False,True,False,1,at_home,1,False,0.0
8,4,2,0,no,570,MS,1,False,False,False,3,at_home,1,False,0.0
8,7,0,1,yes,571,MS,1,False,True,False,4,services,2,False,0.0
9,8,3,0,no,572,MS,1,False,True,False,3,at_home,1,False,0.0
5,5,2,1,yes,573,MS,1,False,False,False,1,services,1,False,0.0
9,7,0,1,yes,574,MS,1,False,True,True,2,other,1,False,1.0
11,8,1,0,no,575,MS,1,False,True,True,4,other,2,False,1.0
11,10,0,1,yes,576,MS,1,True,True,False,4,services,3,False,1.0
10,9,0,1,yes,577,MS,1,False,True,False,5,other,5,False,1.0
9,10,1,1,yes,578,MS,1,False,False,True,3,other,3,False,1.0
9,8,1,1,yes,579,MS,1,False,False,False,3,health,2,False,1.0
10,9,0,0,no,580,MS,1,False,True,True,3,at_home,2,False,0.0
9,8,1,1,yes,581,MS,1,False,True,True,3,other,3,False,1.0
8,6,2,1,yes,582,MS,1,False,False,True,1,at_home,1,False,0.0
8,6,0,0,no,583,MS,1,False,True,True,1,at_home,1,False,0.0
6,8,1,0,no,584,MS,1,False,True,False,1,other,1,False,0.0
11,10,0,1,yes,585,MS,1,False,True,False,1,at_home,1,False,1.0
7,8,0,0,no,586,MS,1,False,False,False,2,other,2,False,0.0
8,8,0,1,yes,587,MS,1,True,False,False,3,teacher,1,False,0.0
6,7,1,1,yes,588,MS,1,False,False,False,2,services,1,False,0.0
10,8,0,1,yes,589,MS,1,True,True,False,1,health,1,False,0.0
10,7,0,1,yes,590,MS,1,False,True,True,1,at_home,1,False,1.0
8,7,2,1,yes,591,MS,1,False,False,True,2,other,2,False,0.0
13,12,0,1,yes,592,MS,1,False,False,False,1,services,1,True,2.67
12,11,0,1,yes,593,MS,1,False,True,False,1,services,1,False,2.33
13,12,0,1,yes,594,MS,1,False,False,True,2,at_home,1,True,2.67
18,18,0,1,yes,595,MS,1,True,False,False,2,teacher,1,True,4.0
17,17,0,1,yes,596,MS,1,True,True,False,1,services,1,True,3.67
18,17,0,1,yes,597,MS,1,True,False,False,2,other,1,False,4.0
0,9,1,1,yes,598,MS,1,False,False,False,1,at_home,1,False,0.0
11,10,0,1,yes,599,MS,1,False,True,True,5,at_home,5,False,1.0
13,12,0,1,yes,600,MS,1,True,True,False,1,at_home,1,False,2.67
13,12,0,0,no,601,MS,1,False,True,True,4,other,3,False,2.67
8,8,0,1,yes,602,MS,1,False,False,False,1,other,1,False,1.0
12,11,0,1,yes,603,MS,1,False,False,False,4,services,1,False,2.33
0,5,0,1,yes,604,MS,1,True,False,False,1,teacher,1,True,0.0
10,9,1,0,no,605,MS,1,False,False,True,2,at_home,1,False,1.0
0,5,1,0,no,606,MS,1,False,True,True,3,at_home,2,False,0.0
18,18,0,1,yes,607,MS,1,True,False,False,1,teacher,3,False,4.0
11,11,0,1,yes,608,MS,1,False,False,False,2,services,1,True,2.0
10,8,0,1,yes,609,MS,1,False,False,True,2,at_home,1,False,1.0
11,11,0,0,no,610,MS,1,False,False,True,1,at_home,1,False,2.0
0,8,3,0,no,611,MS,1,False,False,True,4,at_home,1,False,0.0
14,14,0,1,yes,612,MS,1,False,False,False,1,services,1,False,3.0
11,10,1,1,yes,613,MS,1,True,False,False,3,services,1,False,1.0
10,10,0,1,yes,614,MS,1,False,False,False,1,services,1,False,1.0
12,12,0,1,yes,615,MS,1,True,False,False,2,teacher,1,False,2.0
14,15,0,1,yes,616,MS,1,False,False,False,2,services,1,True,3.0
13,14,0,1,yes,617,MS,1,False,True,True,2,other,1,False,2.67
17,19,0,1,yes,618,MS,1,False,False,True,1,at_home,1,False,4.0
15,16,0,1,yes,619,MS,1,False,False,True,4,at_home,1,False,3.0
12,13,0,1,yes,620,MS,1,False,False,False,3,services,1,False,2.33
14,15,0,1,yes,621,MS,1,True,False,False,1,at_home,1,False,3.0
13,13,0,1,yes,622,MS,1,False,False,True,2,other,1,False,2.33
10,8,0,1,yes,623,MS,1,False,False,True,4,at_home,2,False,0.0
16,15,0,1,yes,624,MS,1,True,False,False,2,teacher,2,False,3.33
8,8,1,1,yes,625,MS,1,False,True,True,2,other,1,True,0.0
10,10,0,1,yes,626,MS,1,False,True,False,2,at_home,1,False,1.0
5,7,0,1,yes,627,MS,1,True,False,False,2,other,4,False,0.0
10,9,0,0,no,628,MS,1,False,True,True,3,at_home,2,False,1.0
11,10,0,1,yes,629,MS,1,False,False,False,1,other,1,False,2.0
8,7,0,1,yes,630,MS,1,False,True,True,3,other,1,False,0.0
17,15,0,1,yes,631,MS,1,True,False,False,1,other,1,True,3.67
11,10,0,1,yes,632,MS,1,False,False,True,2,other,1,False,2.0
8,7,1,1,yes,633,MS,1,False,False,True,1,at_home,1,False,0.0
14,13,0,1,yes,634,MS,1,True,False,False,4,teacher,3,False,2.67
16,16,0,1,yes,635,MS,1,False,False,False,2,other,1,False,3.33
9,8,0,1,yes,636,MS,1,False,False,False,3,at_home,2,True,0.0
18,17,0,1,yes,637,MS,1,True,False,False,4,teacher,1,False,4.0
7,7,0,1,yes,638,MS,1,False,True,False,3,other,1,False,0.0
15,14,0,1,yes,639,MS,1,False,False,False,1,other,1,False,3.33
8,5,1,1,yes,640,MS,1,False,True,True,3,other,1,False,0.0
7,7,1,1,yes,641,MS,1,True,True,False,3,other,4,False,0.0
17,14,0,1,yes,642,MS,1,False,False,False,3,at_home,1,False,3.0
9,6,0,1,yes,643,MS,1,True,False,False,1,teacher,1,False,1.0
9,7,0,1,yes,644,MS,1,True,True,False,2,teacher,2,True,1.0
11,10,1,1,yes,645,MS,1,False,False,False,2,services,1,False,1.0
15,15,0,1,yes,646,MS,1,False,False,False,1,teacher,1,False,3.33
12,11,0,1,yes,647,MS,1,False,False,True,1,other,1,False,0.0
10,10,0,1,yes,648,MS,1,False,True,False,4,services,3,False,1.0
11,10,0,1,yes,649,MS,1,False,True,False,4,services,3,False,1.0
